publishedAt,title,tags,duration_in_seconds,viewCount,likeCount,Date of release ,# of days ,Views per day 
2022-06-30T14:00:04Z,500 Ducks | Kids Songs | Super Simple Songs,"['five little ducks', '5 little ducks', 'ducks song', '500 ducks', 'Super Simple Songs', 'kids songs', 'nursery rhymes', 'silly songs for kids', 'preschool songs', 'counting song for kids', ""children's song"", 'counting', 'childrens counting song', 'preschool', 'preschool song', 'teaching songs', 'ESL', 'EFL', 'English for kids', 'parents', 'super simple', 'five hundred ducks', 'a lot of ducks', 'cartoon', 'youtube kids', 'funny song']",172,70670011,66974,2022-06-30,464,152306
2018-08-23T14:30:00Z,When The Band Comes Marching In | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'instruments', 'when the band comes marching in', 'when the saints go marching', 'when the saints go marching in band', 'super simple monster songs', 'instruments songs for kids', 'instruments for preschoolers', 'marching band song for kids', 'marching band', 'marching band song', 'dance songs for kids', 'super simple', 'when the band comes marching in super simple songs', 'songs for toddlers', 'kids songs 2018', 'favorite kids songs']",204,70107065,43197,2018-08-23,"1,871",37470
2020-11-05T16:00:04Z,Me! (featuring Noodle & Pals) | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'me song', 'me!', 'noodle and pals', 'the more we get together song', ""what's your name song"", 'peekaboo playground', 'once i caught a fish alive']",3602,69326305,143653,2020-11-05,"1,066",65034
2019-12-19T11:45:00Z,Head Shoulders Knees And Toes | + More Kids Songs | Featuring Noodle & Pals,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'head shoulder knees and toes', 'noodle and pals', 'noodle & pals', 'songs for kids to dance', 'children songs', 'baby songs']",2051,68933321,98608,2019-12-19,"1,388",49664
2021-01-28T11:30:01Z,Put On Your Boots | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'preschool', 'getting ready song', 'school song', 'classroom song', 'daycare song', 'kindergarten', 'this is the way', 'youtube kids']",188,68158331,63072,2021-01-28,982,69408
2019-07-18T10:45:00Z,The Bear Went Over The Mountain | Super Simple Songs,"['the bear went over the mountain', 'bear went over the mountain song', 'bear song for kids', 'the bear went over the mountain song', 'bear song', 'nursery rhymes', 'baby songs', 'children songs', 'kids songs']",143,67610009,84759,2019-07-18,"1,542",43846
2019-08-15T10:45:00Z,Open Shut Them #4 | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'open shut them', 'open shut them 4', 'children songs', 'baby songs', 'kids', 'opposite song', 'opposites', 'opposite vocabulary', 'kids song', 'toddler songs', 'education for kids']",136,67337687,76034,2019-08-15,"1,514",44477
2017-04-20T15:30:00Z,The Ants Go Marching | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'the ants go marching', 'ants song', 'nursery rhyme', 'kids song', 'marching song', 'preschool', 'super simple', 'kids', 'for kids', 'kids music', 'songs for children', 'childrens songs', 'childrens music', 'cartoon']",3375,66644237,120758,2017-04-20,"2,361",28227
2015-01-14T13:00:20Z,Skidamarink | Children's Music | Super Simple Songs,"['ESL', 'www.supersimplelearning.com', 'Toddlers', 'Preschool', 'Kids Song', 'Nursery Rhyme (Literature Subject)', 'Skidamarink (Composition)', 'Learn English', 'Simple', ""Valentine's Day Song"", 'rhymes', 'nursery', ""Valentine's Day (Holiday)"", 'Preschool song', 'Nursery Rhymes', 'Animation', 'Super Simple Songs', 'EFL']",148,66268005,83868,2015-01-14,"3,188",20787
2015-03-19T12:00:00Z,One Little Finger + More | Nursery Rhymes | Super Simple Songs,"['Nursery Rhymes', 'family', 'Best Kids Songs', 'education', 'kids song', 'kids song compilation', 'Super Simple Learning', 'Top Kids Songs', 'nursery', ""If You're Happy And You Know It (Composition)"", 'One Little Finger', 'www.supersimplelearning.com', 'kids songs', 'Super Simple Songs', 'kids song collection', 'Twinkle Twinkle Little Star', 'rhymes', 'Nursery Rhyme Compilation']",4211,65623038,79924,2015-03-19,"3,124",21006
2018-11-08T15:30:00Z,Pass The Beanbag | featuring Noodle & Pals | Super Simple Songs,"['pass the beanbag', 'pass the beanbag song', 'beanbag song', 'bean bag song for children', 'super simple', 'noodle and pals', 'kids songs', 'nursery rhymes', 'preschool', 'kindergarten']",181,65180602,46878,2018-11-08,"1,794",36333
2017-09-07T15:30:01Z,The Alphabet Is So Much Fun | Kids Songs | Super Simple Songs,"['ABC song', 'alphabet song', 'ABCD song', 'ABCs', 'alphabet', 'song', 'ABC', 'for kids', 'for children', 'for toddlers', 'kids songs', 'children songs', 'songs', 'songs for children', 'songs for kids', 'learn the alphabet', 'learn the abcs', 'learn', 'sing', 'nursery rhymes', 'baby songs', 'fun', 'education', 'educational', 'learning', 'video for kids', 'nursery', 'kids video']",125,64907666,64058,2017-09-07,"2,221",29225
2017-09-02T15:30:01Z,What Do You Like To Do? | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'What Do You Like To Do?', 'Swimming', 'running', 'dancing', 'drawing', 'jumping', 'flying', 'how to raise toddlers', 'for kids', 'for girls', 'for boys', 'best kids videos', 'how kids grow up', 'what do you like', 'what do you like song', 'childrens songs', 'songs for toddlers', 'ESL songs']",117,64282595,60705,2017-09-02,"2,226",28878
2021-02-18T11:30:02Z,The Months Chant | ft. The Super Simple Puppets | Super Simple Songs,"['the month chant', 'month song for kids', 'january to december song', 'super simple songs', 'kids song', 'nursery rhymes', 'super simple puppets']",141,64126989,166560,2021-02-18,961,66729
2021-03-04T11:30:04Z,As Quiet As A Mouse | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'as quiet as a mouse', 'as quiet as a mouse song', 'similes songs', 'animals songs for kids', 'descriptive songs for kids', 'educational songs for kids']",146,64021360,165760,2021-03-04,947,67604
2006-10-26T08:49:24Z,Go Away! - Just for Fun!,"['rhymes', 'こども', 'teacher', 'ESL', 'learn', 'lesson', 'fun', 'preschool', 'education', 'English', 'Halloween', ""children's"", 'supersimplesongs', 'students', 'music', 'こども英会話', 'lessons', 'nursery', 'student', 'kindergarten', 'teachers', '英語', 'EFL']",90,63981303,34470,2006-10-26,"6,190",10336
2017-05-04T15:30:01Z,Down By The Bay | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'down by the bay', 'down by the bay lyrics', 'down by the bay where the watermelons grow', 'rhymes for kids', 'children music', 'kid song', 'mothergoose', 'preschool', 'silly', 'funny song', 'funny cartoon', 'cartoon', 'baby videos', 'kindergarten', 'children funny videos', 'mother goose', 'super simple', 'super simple songs']",3036,63697675,98072,2017-05-04,"2,347",27140
2018-06-02T14:30:00Z,Old MacDonald Had A Farm (2018) | + More Kids Songs | Super Simple Songs,"['old macdonald had a farm', 'old macdonald', 'old macdonald song', 'kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'farm songs', 'old mcdonald had a farm', 'farm songs kids', 'old macdonald had a farm eieio', 'farm songs preschool', 'kindergarten', 'preschool songs', 'songs for toddlers', 'children’s songs', 'for kids', 'for children', 'videos for kids', 'baby nursery rhymes', 'classic nursery rhymes', 'the farmer in the dell', '10 little tractors', 'kids songs about farms', 'preschool']",3342,62429263,123361,2018-06-02,"1,953",31966
2020-09-10T10:30:02Z,Five Little Ghosts | Halloween Song for Kids | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'five little ghost', '5 little ghost song', 'halloween song', 'ghost song for kids', 'spooky song for kids', 'halloween song for kids']",131,62138327,71079,2020-09-10,"1,122",55382
2016-05-27T14:42:30Z,BINGO Song Sing-along | Nursery Rhyme | #readalong with Super Simple Songs,"['rhyme', 'sing-a-long', 'nursery rhyme', 'Super Simple Songs', 'BINGO', 'bingo song', 'bingo dog', '#nurseryrhymes', 'karaoke', 'bingo nursery rhyme', '#readalong', 'Nursery Rhymes', 'Nursery Rhymes for kids', 'rhymes', 'nursery', 'singalong']",349,60712161,139529,2016-05-27,"2,689",22578
2020-08-06T10:30:03Z,Move! | Dance Song for Kids | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'move', 'move song', 'dance songs for kids', 'fun song for kids', 'preschool songs', 'super simple']",203,60318044,67861,2020-08-06,"1,157",52133
2015-12-02T16:30:01Z,10 Little Elves | Christmas Song For Kids | Super Simple Songs,"['Christmas Song for Kids', 'North Pole', 'Elves', 'kids', ""Santa's Workshop"", 'nursery', 'Ten Little Elves', 'Super Simple Songs', 'preschool', 'Toys', 'kindergarten', ""Children's Christmas Song"", 'toddlers', 'www.supersimplelearning.com', 'rhymes']",219,60239385,97158,2015-12-02,"2,866",21019
2019-12-05T11:30:00Z,The Wheels On The Bus - featuring Noodle & Pals | + More Kids Songs from Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'the wheels on the bus', 'one little finger', 'line up song', 'hide and seek song', 'noodle and pals', ""what's your name"", 'head shoulder knees and toes', 'pass the bean bag', 'this is my happy song']",1829,60071679,98593,2019-12-05,"1,402",42847
2018-05-17T14:30:00Z,🍪 Who Took The Cookie? (Farm Animals Version) | Kids Songs | Super Simple Songs,"['kids songs', 'who took the cookie', 'songs for kids', 'nursery rhymes', 'who took the cookie from the cookie jar', 'farm animal songs', 'farm animals', 'super simple songs', 'who stole the cookie from the cookie jar', 'who took the cookie song', 'who took the cookie simple songs', 'songs for children', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'for kids', 'videos for kids', 'classic nursery rhymes', 'pig', 'horse', 'cow', 'rooster', 'sheep']",136,59813468,55116,2018-05-17,"1,969",30378
2019-09-12T10:45:01Z,Line Up! | featuring Noodle & Pals | Super Simple Songs,"['line up', 'line up song', 'preschool song', 'kindergarten song', 'line up song for kindergarten', 'kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'line up song for kids', 'noodle & pals super simple songs', 'noodle and pals songs', 'education for kids', 'toddler songs', 'kids song', 'movement songs for kids', 'circle time songs']",126,59592158,103261,2019-09-12,"1,486",40102
2017-12-11T16:30:00Z,Our Favorite Christmas Songs for Kids | Super Simple Songs,"['christmas songs for kids', 'christmas nursery rhymes', 'favorite christmas songs', 'christmas songs', 'christmas time', 'christmas carols', 'christmas songs for children', 'top christmas songs', 'merry christmas', 'kids christmas song', 'songs for kids', 'up on the housetop', 'santa where are you song', 'nursery rhymes', 'christmas song for kids', 'kids songs', 'super simple songs', 'santa', 'songs for toddlers', 'children’s songs', 'for kids', 'for children', 'jingle bells', 'santa songs']",2184,59339520,91850,2017-12-11,"2,126",27911
2015-06-24T12:00:00Z,The Shape Song #2 | Super Simple Songs,"['The Shape Song', 'Triangle Song', 'toddlerific', 'preschool shape song', 'EFL', 'www.supersimplelearing.com', 'nursery', 'kindergarten', 'Oval Song', 'ESL', 'Nursery Rhyme (Literature Subject)', 'Super Simple Learning', 'preschool', 'nursery rhyme', 'Make a shape', 'Super Simple Songs', 'Songs for Kids', 'Kids Songs', 'Star Song', 'English songs for kids', 'rhymes', 'toddler shape song', 'Simple Songs', 'classroom song', 'Rectangle Song', 'education', 'Shapes Song']",251,58875093,57332,2015-06-24,"3,027",19450
2017-06-24T13:00:03Z,A Sailor Went To Sea | Kids Songs | Super Simple Songs,"['kids songs', 'baby shark', 'songs for kids', 'nursery rhymes', 'super simple songs', 'sailor', 'went', 'to', 'sea', 'a sailor went to sea', 'a sailor went to sea sea sea', 'a sailor went to sea sea sea song', 'a sailor went to sea song', 'song', 'nursery', 'rhyme', 'nursery rhyme', 'ocean song', 'sea animals', 'sea song', 'kids', 'children', 'children rhymes', 'baby songs', 'children songs', 'songs for children', 'babies', 'for kids', 'for children', 'for babies', 'for toddlers', 'songs']",201,58732603,58213,2017-06-24,"2,296",25580
2018-10-25T14:28:31Z,Do You Like Broccoli Ice Cream? | featuring The Super Simple Puppets | Super Simple Songs,"['kids songs', 'nursery rhymes', 'songs for kids', 'super simple songs', 'do you like broccoli ice cream', 'do you like broccoli', 'super simple puppet', 'do you like broccoli yes i do yes i do', 'do you like broccoli ice cream video', 'do you like ice cream', 'do you like broccoli ice cream song', 'do you like broccoli ice cream puppets song', 'broccoli ice cream song', 'kids videos', 'songs for children', 'fun songs for kids', 'preschool songs', 'songs for toddlers', 'children’s songs', 'rhymes for kids']",153,58559402,87313,2018-10-25,"1,808",32389
2019-08-01T10:15:00Z,Here Comes The Fire Truck | Kids Songs | Super Simple Songs,"['firetruck song', 'fire engine song', 'here comes the firetruck', 'here comes the firetruck song', 'here comes the fire engine', 'nursery rhymes', 'super simple songs', 'fire truck song', 'firetruck song for kids', 'here comes the fire truck', 'preschool']",171,58382264,64437,2019-08-01,"1,528",38208
2019-05-23T14:30:01Z,Open Shut Them #3 | featuring Finny The Shark | Super Simple Songs,"['kids songs', 'baby shark', 'open shut them', 'songs for kids', 'nursery rhymes', 'super simple songs', 'open shut them song', 'open shut them baby shark', 'preschool songs', 'baby songs', 'children songs', 'children learning', 'best kids songs', 'super simple', 'classic songs for kids']",142,57934154,44588,2019-05-23,"1,598",36254
2018-06-07T14:30:02Z,"Red Light, Green Light | + More Kids Songs | Super Simple Songs","['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'red light green light', 'red light green light song', 'freeze dance', 'red light green light super simple songs', 'red light stop green light go', 'freeze dance colors', 'red light stop green light go song', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'songs for babies', 'traffic light song for kids', 'super simple puppet songs']",3436,57851078,70735,2018-06-07,"1,948",29698
2019-10-10T10:45:02Z,"Knock Knock, Trick Or Treat? | featuring The Super Simple Puppets | Super Simple Songs","['knock knock treat or trick', 'super simple halloween', 'trick or treat song', 'halloween songs for children', 'super simple songs', 'kids songs', 'songs for kids', 'nursery rhymes', 'halloween songs', 'for children', 'super simple songs halloween', 'halloween for kids', 'halloween songs for kids']",291,57128406,170472,2019-10-10,"1,458",39183
2018-04-19T14:30:00Z,There's A Hole In The Bottom Of The Sea | Kids Songs | Super Simple Songs,"['kids songs', ""there's a hole in the bottom of the sea"", ""there's a hole"", ""there's a hole at the bottom of the sea lyrics"", ""there's a hole at the bottom of the sea"", 'a sailor went to sea', 'songs for kids', 'nursery rhymes', 'super simple songs', 'speckled frogs', 'little speckled frogs', ""there's a hole in the bottom of the sea song"", 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'songs for toddlers', 'children’s songs', 'baby shark', 'children songs']",165,56936947,28427,2018-04-19,"1,997",28511
2021-04-15T10:30:01Z,How's The Weather? | ft. the Super Simple Puppets | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', ""how's the weather?"", 'how is the weather song', 'weather song for kids', 'learn about the weather for kids', 'rain song for kids', 'windy song for kids', 'learn about the weather']",103,56742361,220596,2021-04-15,905,62699
2019-11-14T11:45:00Z,If You’re Happy And You Know It | + More Kids Songs | Super Simple Songs,"['nursery rhymes', 'super simple songs', ""if you're happy and you know it clap your hands"", ""if you're happy and you know it"", 'if you are happy song', 'if your happy', ""if you're happy song"", 'songs for kids', 'kids songs', 'circle time for preschool', 'hello song', 'hello hello song', 'skidamarink a dink a dink']",1853,56571350,111708,2019-11-14,"1,423",39755
2016-05-31T05:32:17Z,Five Little Monkeys Sing-along | Kids Songs | #readalong with Super Simple Songs,"['Nursery Rhymes for kids', 'singalong', 'five little monkeys jumping on the bed', 'rhymes', 'Five little monkeys', 'Nursery Rhymes', 'sing-a-long', 'five little monkeys rhyme', 'karaoke', 'nursery rhyme', '5 little monkeys', 'nursery', 'Super Simple Songs', '#nurseryrhymes', '#readalong']",268,56546407,79073,2016-05-31,"2,685",21060
2017-07-13T15:30:01Z,Jack & Jill | Kids Songs | Super Simple Songs,"['kids songs', 'kids', 'songs', 'jack and jill', 'jack', 'jill', 'jack and jill went up the hill', 'for kids', 'for children', 'for toddlers', 'nursery rhyme', 'nursery', 'rhyme', 'rhymes', 'song', 'nursery rhymes', 'baby songs', 'songs for kids', 'kid', 'children songs', 'kids song', 'children song', 'yankee doodle', 'children rhyme', 'songs for children', 'nursery songs', 'rhymes for children', 'fairytales']",107,56389043,36433,2017-07-13,"2,277",24765
2015-06-06T12:00:00Z,The Shape Song #1 | Super Simple Songs,"['Shapes Song', 'Circle Song', 'nursery', 'Simple Songs', 'preschool', 'Square Song', 'EFL', 'education', 'toddlerific', 'Songs for Kids', 'www.supersimplelearing.com', 'Make a shape', 'preschool shape song', 'toddler shape song', 'ESL', 'English songs for kids', 'classroom song', 'kindergarten', 'Heart Song', 'Diamond Song', 'Super Simple Learning', 'Kids Songs', 'The Shape Song', 'Super Simple Songs', 'rhymes']",251,54934007,73224,2015-06-06,"3,045",18041
2018-08-16T14:30:00Z,Here Is The Beehive | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'here is the beehive nursery rhyme', 'here is the beehive', 'here is the beehive song', 'here is the beehive lyrics', 'here is the beehive where are the bees', 'number song', 'bees song kids', 'bee songs for kindergarten', 'rhymes', 'rhymes for kids', 'songs for toddlers', 'count to five song', 'counting bees song', 'five bees', 'one two three four five', 'bee song', 'bee song kids', 'fingerplays for preschoolers', 'fingerplay songs']",126,54874011,64710,2018-08-16,"1,878",29219
2021-09-23T10:30:04Z,If I Were A Ghost | Kids Hallowen Song | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'if I were a ghost', 'halloween song for kids', 'super simple halloween', 'halloween nursery rhymes']",152,54695777,69375,2021-09-23,744,73516
2022-05-19T14:00:05Z,Five Little Speckled Frogs featuring The Super Simple Puppets | Kids Songs | Super Simple Songs,"['songs for kids', 'super simple songs', 'number songs for kids', 'counting songs for kids', 'childrens songs', 'counting song', 'counting for kids', 'classic kids song', 'puppets', 'frogs', 'fun songs for kids', 'fun song', 'YouTube Kids', 'five little speckled frogs', 'count along', 'preschool', 'preschool song', 'preschool songs', 'circle time song', 'circle time', 'ESL', 'EFL']",165,54497904,20001,2022-05-19,506,107703
2015-03-27T10:00:00Z,Top 10 Counting Songs | Learn To Count | Super Simple Songs,"['www.supersimplelearning.com', 'Five Little Monkeys', 'nursery', 'kindergarten', 'Preschool', 'Nursery Rhyme (Literature Subject)', 'Super Simple Learning', 'Counting songs for kids', 'Ten In The Bed', 'One Potato Two Potatoes', 'Top', 'toddlerific', 'Counting songs', 'counting songs for preschool', 'counting songs for kindergarten', 'Best', 'Super Simple Songs', 'rhymes', 'English songs for kids']",1201,54344967,84099,2015-03-27,"3,116",17441
2020-07-23T10:30:04Z,Pink Purple Orange Brown | ft. @BumbleNums,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'pink', 'purple', 'brown', 'orange', 'colors song', 'the bumble nums song', 'song about food']",118,54227951,28476,2020-07-23,"1,171",46309
2022-01-13T15:00:24Z,Beddy-Bye Butterfly | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'lullaby', 'bedtime song', 'twinkle twinkle', 'preschool songs']",206,53576566,56127,2022-01-13,632,84773
2015-05-11T07:04:28Z,The Eensy Weensy Spider | Kids Songs | Super Simple Songs,"['Cool School', 'Kids Songs', 'FredBot', 'Itsy Bitsy Spider (Composition)', 'Super Simple Learning', 'nursery', 'toddlerific', 'www.supersimplelearing.com', 'LittleBabybum', 'Super Simple Songs', 'Nursery Rhymes', 'Songs for Kids', 'HooplaKidz', 'Sesame Street', 'Sesame Street (TV Program)', 'Nursery Rhyme (Literature Subject)', 'itsy bitsy spider', 'HISHE Kids', 'eensy weensy spider', 'rhymes', 'itsy', 'bitsy', 'spider', 'song', 'for kids', 'for toddlers', 'for girls', 'for boys']",144,53048033,79314,2015-05-11,"3,071",17274
2017-03-18T15:30:00Z,Peek-a-boo Song + More | Kids Songs | Super Simple Songs,"['songs for kids', 'kids songs', 'nursery rhymes', 'peekaboo', 'peek-a-boo', 'peek a boo', 'peekaboo song', 'baby songs', ""children's songs"", 'songs for children', 'childrens rhymes', 'nursery songs', 'music for children', 'animation', 'children songs', 'nursery rhyme', 'rhymes', 'family', 'kid songs', 'preschool', 'super simple', 'supersimplesongs', 'super simple songs']",3307,53008911,86009,2017-03-18,"2,394",22142
2019-05-09T14:30:04Z,Sitting On The Potty | Kids Songs | Super Simple Songs,"['kids songs', 'potty training song', 'potty song', 'songs for kids', 'potty training', 'nursery rhymes', 'toilet training song', 'toileting songs', 'toileting songs for kids', 'toilet songs for kids', 'education', 'the toilet song']",124,52778142,37650,2019-05-09,"1,612",32741
2017-11-10T11:00:04Z,Little Snowflake (Extended Mix - 30 Mins!) | Kids Songs | Super Simple Songs,"['kids songs', 'little snowflake nursery rhyme', 'little snowflake', 'super simple songs', 'snowflake', 'little snowflake song', 'snowflake song', 'nursery rhymes', 'kids videos', 'songs for children', 'songs for kids', 'snowfall', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for children', 'videos for kids', 'nursery', 'baby nursery rhymes', 'songs for babies', 'classic nursery rhymes', 'super simple extended mix']",1717,52748060,171983,2017-11-10,"2,157",24454
2011-01-06T13:14:02Z,きらきらぼし (Kira Kira Boshi) - Twinkle Twinkle Little Star in Japanese,"['lullaby', 'kindergarten', 'nursery', 'parenting', 'teacher', 'Toddlerific', 'ABC Song', 'twinkle twinkle', 'little', 'note', 'rhymes', 'star', 'animation', 'bit', 'inspirational', 'owl', 'toddler', 'star and owl', '歌', 'widescreen', 'Japanese song', 'subtitles', 'bedtime', 'こども', 'anime', 'twinkle japan', 'preschool']",161,52569328,103305,2011-01-06,"4,657",11288
2015-07-25T15:30:00Z,The Bath Song | Original Kids Song | Super Simple Songs,"['Super Simple Learning', 'lesson', 'rhymes', 'kids song', 'toddlerific', 'simple songs', 'www.supersimplelearing.com', 'Nursery rhymes', 'Songs for Kids', 'songs nursery rhymes', 'Preschool', 'Nursery rhyme', 'Bath song', 'Parts of the body', 'kids', 'Growing up song', 'Kids Songs', 'rubber duckie', 'Super Simple Songs', 'After a bath', 'take a bath', 'Nursery Rhyme (Literature Subject)', 'body parts', 'nursery']",137,52285365,102244,2015-07-25,"2,996",17452
2022-05-05T14:00:09Z,Picked A Strawberry | Kids Songs | Super Simple Songs,"['super simple songs', 'kids song', 'counting song', 'preschool song', 'preschool', 'kindergarten', 'berry picking song', 'oh my darling', 'nursery rhymes', 'esl', 'efl', 'ece', 'preschool activity', 'songs for kids', 'super simple']",189,52001595,22137,2022-05-05,520,100003
2022-03-24T14:00:27Z,Are You Hungry? | ft. the Super Simple Puppets | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'super simple puppets', 'songs for toddlers', 'are you hungry', 'bananas song', 'counting bananas', 'childrens song', 'the muffin man', 'puppet', 'puppets', 'fruit', 'food song for kids', 'food song', 'healthy food for kids']",118,51917142,39141,2022-03-24,562,92379
2021-05-06T10:30:07Z,The Rainbow Song 🌈 | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'the rainbow song', 'rainbow colors song', 'colors of the rainbow song', 'colors songs for kids']",160,51509779,41410,2021-05-06,884,58269
2016-04-27T15:30:02Z,Days Of The Week + More | Nursery Rhymes Collection | Super Simple Songs,"['happy song', 'Super Simple Songs', 'Nursery rhymes', 'seven steps', 'One little finger', 'nursery rhyme', 'nursery', 'rhymes', 'nursery rhyme collection', 'Days of the week']",3312,51115998,87168,2016-04-27,"2,719",18800
2019-02-28T15:30:01Z,With My Heart | Kids Songs | Super Simple Songs,"['with my heart song', 'with my heart', 'kids songs', 'songs for kids', 'nursery rhymes', 'the mom song', 'the dad song', '5 senses song', 'baby songs', 'lullaby', 'super simple songs', 'super simple']",117,51087360,42918,2019-02-28,"1,682",30373
2019-09-17T15:44:48Z,I Love The Mountains | Super Simple Songs | Kids Music,"['i love the mountains', 'kids songs', 'super simple songs', 'songs for kids', 'nursery rhymes', 'education for kids', 'i love the mountains nursery rhymes', 'i love the mountains song', 'children songs', 'camp songs for kids', 'camping songs for kids', 'sing-along', 'classic nursery rhymes']",134,51015467,47041,2019-09-17,"1,481",34447
2017-07-15T15:30:01Z,10 Little Sailboats | Kids Songs | Super Simple Songs,"['10 little sailboats', 'for kids', 'for toddlers', 'for babies', 'songs', 'kids songs', 'songs for kids', 'children songs', 'songs for children', 'nursery rhyme', 'nursery songs', 'rhymes for kids', 'cartoon', 'animation', 'rhymes for children', 'english rhymes', 'preschool', 'family fun', 'kids', 'baby', 'toddlers', 'ten little sailboats', 'super simple songs', 'kindergarten', 'babies', 'nursery rhymes', 'rhymes songs', 'nursery rhymes songs', 'numbers song', 'counting song', 'learn to count', 'count to ten', 'sailboat', 'boat']",128,50710795,31786,2017-07-15,"2,275",22290
2019-11-11T11:45:00Z,Here Comes The Fire Truck | + More Kids Songs | Super Simple Songs,"['super simple songs', 'kids songs', 'firetruck song', 'fire engine song', ""let's take the subway"", 'driving my car', 'the wheels on the bus', 'here comes the firetruck', 'here comes the firetruck song', 'here comes the fire engine', 'nursery rhymes', 'fire truck song', 'firetruck song for kids', 'here comes the fire truck', 'transportation songs']",1917,49710772,60187,2019-11-11,"1,426",34860
2017-04-08T15:30:00Z,Alice The Camel | Kids Songs | Super Simple Songs,"['Nursery Rhyme', 'Alice the camel', 'for kids', 'Animals Nursery Rhyme', 'Super Simple Songs', 'Alice the camel song', 'nursery rhyme for kids', 'nursery rhymes', 'kids songs', 'song for kids', 'Songs for kids', 'childrens song', 'kids', 'nursery song', 'kids rhyme', 'rhymes songs', 'animation rhymes', 'children songs', 'children', 'preschool songs', 'camel song', 'songs for children', 'nursery rhymes for children', 'cartoon', 'kids cartoon', 'nursery rhymes songs', 'rhymes for children', 'animation']",128,49479526,28061,2017-04-08,"2,373",20851
2020-05-28T09:58:18Z,"Star Light, Star Bright | Kids Songs | Super Simple Songs","['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'star light start bright', 'starlight startbright', 'lullaby song', 'friendship song', 'owl', 'star', 'star light star bright song', 'have a wish i wish tonight']",208,49351766,69942,2020-05-28,"1,227",40221
2020-09-24T10:30:02Z,"Hello, Trick Or Treat? | Halloween Song for Kids | Super Simple Songs","['hello trick or treat', 'songs for kids', 'nursery rhymes', 'super simple songs', 'halloween songs for kids', 'super simple halloween', 'halloween nursery rhymes', 'happy halloween', 'halloween', 'kids songs', 'hello trick or treat song', 'halloween costumes for kids']",162,49006965,59001,2020-09-24,"1,108",44230
2017-10-11T15:30:01Z,Baby Shark Halloween | + More Kids Songs for Halloween | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'halloween songs', 'halloween', 'baby shark', 'halloween songs for kids', 'baby shark halloween', 'kids videos', 'baby songs', 'trick or treat', 'super simple', 'for kids', 'for children', 'songs', 'toddlers', 'baby shark song', 'songs for children', 'kids', 'kindergarten', 'nursery', 'rhyme', 'kids song', 'giant shark', 'video for kids', 'educational', 'education', 'go away', 'five little monsters', 'pirate', 'halloween costume']",2375,48738948,65640,2017-10-11,"2,187",22286
2015-10-21T15:30:01Z,"Knock Knock, Trick Or Treat - Part 2 | Super Simple Songs","['Trick or Treat', 'Nursery Rhymes', 'rhymes', 'nursery', 'Halloween Songs', 'Kids Songs', 'Halloween Song', 'Super Simple Songs', 'www.supersimplelearning.com']",303,48538939,49929,2015-10-21,"2,908",16692
