publishedAt,title,tags,duration_in_seconds,viewCount,likeCount,Date of release ,# of days ,Views per day 
2023-04-03T14:00:19Z,Butterfly Ladybug Bumblebee 🦋🐞🐝 #shorts #supersimplesongs #kidssongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs']",60,1479754,30744,2023-04-03,187,7913
2023-03-25T14:00:25Z,Roly Poly Roll #kidssongs #shorts #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'roly poly roll', 'kids activities', 'shorts for kids']",59,1453734,19197,2023-03-25,196,7417
2023-04-08T14:00:24Z,Hello Hello! #shorts #kidssongs #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'hello hello', 'hello song', 'kids hello song', 'say hello', 'hello class', 'daycare', 'school song', 'preschool song']",34,1450783,31784,2023-04-08,182,7971
2016-04-23T12:46:13Z,Cartoon For Kids | Treetop Family Ep.2 | Hide and Seek,"['Super Simple Songs', 'possums', 'Hide and Seek', 'Hide and seek song', 'mice', 'Kids Song', 'sparrows', 'animation', 'rhymes', 'nursery rhymes', 'Nursery Rhymes', 'Treetop Family (TV Program)', 'full english episode', 'nursery', 'Song for kids', 'squirrels', 'full episode', 'Treetop Family', 'nursery rhyme', 'Kids Songs', 'www.supersimplelearning.com', 'oak tree', 'cartoon for kids', 'kids cartoon', 'cartoon', 'cartoons', 'Super Simple TV', 'kids show', 'kids shows', 'cartoon for toddlers', 'kids', 'toddlers', 'preschool', 'kindergarten']",323,1441543,1810,2016-04-23,"2,723",529
2023-03-06T15:00:11Z,How's The Weather? #shorts #kidssongs #weather,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', ""how's the weather?"", 'hows the weather', 'the weather', 'weather', 'preschool weather', 'teaching methods']",60,1439828,24798,2023-03-06,215,6697
2022-12-07T15:00:02Z,Christmas Tree Craft #shorts #kidscrafts #christmascrafts #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'crafts', 'Christmas crafts']",60,1438994,26237,2022-12-07,304,4734
2009-10-29T01:57:03Z,"Hello, My Friends (Let's Go Trick-or-Treating)","['nursery rhyme', 'ESL song', 'Preschool Education', 'wiggles', 'kindergarten', 'toddlers', 'School', 'Songs', 'nursery', 'kindergarten song', 'preschool song', 'Halloween', 'Show', 'rhymes', 'parenting', 'nursery rhymes']",67,1419625,529,2009-10-29,"5,091",279
2023-03-18T14:00:11Z,My Happy Song 😃 #shorts #kidssongs #myhappysong,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'my happy song', 'noodle and pals', 'noodle pals']",52,1412328,25549,2023-03-18,203,6957
2017-12-28T15:30:00Z,Our Favorite Weather Songs | Kids Songs | Super Simple Songs,"['kids songs', 'our favorite weather songs', 'weather songs', 'songs about weather', 'itsy bitsy spider song', 'weather', 'rain rain go away', 'little snowflake song', 'little snowflake', 'rain rain go away song', 'songs for kids', 'nursery rhymes', 'super simple songs', 'summer', 'winter', 'spring', 'fall', 'autumn', 'seasons', 'rain', 'sun', 'cold', 'snow', 'kids videos', 'songs for children', 'educational video', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'for kids', 'for children', 'videos for kids']",859,1394051,2959,2017-12-28,"2,109",661
2023-02-25T15:00:31Z,Me! #kidssongs #shorts #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'me', 'preschool', 'fox', 'cartoon', 'cute cartoon']",41,1383276,16373,2023-02-25,224,6175
2022-12-24T15:00:01Z,Peekaboo Christmas #shorts #christmassongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'christmas song', 'peekaboo cat', 'peekaboo', 'baby songs', 'toddler songs']",57,1375666,11146,2022-12-24,287,4793
2023-05-08T14:00:35Z,Skidamarink #kidssongs #supersimplesongs #shorts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'skidamarink', ""valentine's day"", 'silly song', 'youtube kids', 'animation', 'cartoon for kids', 'for kids']",39,1367133,26621,2023-05-08,152,8994
2023-06-22T14:00:02Z,"Ducks, Fish, Frogs, Sharks, and More! Water Songs | Kids Songs | Super Simple Songs","['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'ducks', 'sharks', 'fish', 'frogs', 'kids nature songs', 'nature', 'kids song', 'kids music', ""children's music"", 'super simple', 'super simple learning', 'esl', 'ece', 'prek', 'preschool', 'homeschool', 'fun for kids', 'baby songs', 'toddler songs', 'youtube kids', 'compilation', 'song miz', 'song mix', 'youtube mix', 'song compilation for kids', '1 hour of music']",3689,1366852,2735,2023-06-22,107,12774
2007-03-06T03:18:32Z,Please Sit Down and Storytime Music - Teaching Tips,"['Lesson', 'Students', 'EFL', 'kindergarten', 'Lessons', 'Student', 'nursery', 'Barney', 'Educational', 'Teacher', 'Song', 'Down', 'preschool education', 'Learning', 'preschool', 'ESL', 'School', 'Story time song', 'Learn', 'Music', 'Teachers', 'rhymes']",51,1353633,1108,2007-03-06,"6,059",223
2017-10-06T15:00:04Z,A Sailor Went to Sea (Extended Mix - 33 Mins!) | Kids Songs | Super Simple Songs,"['a sailor went to sea', 'kids songs', 'preschool songs', 'super simple songs', 'children songs', 'kids videos', 'nursery rhymes', 'songs for kids', 'shark song', 'children', 'kids', 'nursery rhyme', 'song', 'songs', 'for kids', 'baby songs', 'seahorse', 'turtle', 'fish', 'nursery', 'rhymes', 'ocean', 'sailor', 'sea', 'jellyfish', 'octopus', 'baby shark', 'blue whale', 'baby', 'super simple', 'songs for children', 'sing along']",1984,1344460,2267,2017-10-06,"2,192",613
2016-09-08T16:00:03Z,10 YEARS ON YOUTUBE!,"['Super Simple Songs', '10 years', '10 year anniversary', '10 years on YouTube', '10 Year Birthday', 'nursery rhymes', 'kids songs']",827,1342637,1597,2016-09-08,"2,585",519
2023-01-02T15:00:10Z,Little Snowflake #shorts #kidssongs #lullaby,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'winter song', 'little snowflake', 'preschool', 'lullaby', 'bedtime songs', 'baby song']",44,1337652,9898,2023-01-02,278,4812
2022-12-14T15:00:14Z,Reindeer Craft #shorts #kidscrafts #christmascrafts #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'shorts', 'youtube shorts', 'kids crafts', 'christmas crafts']",60,1334976,28904,2022-12-14,297,4495
2016-07-02T15:30:01Z,Flap Your Wings Together | Kids Song from Super Simple Songs,"['Kids Songs', 'Kids Song', 'Song for kids', 'Songs for kids', 'Learn to fly', 'Sparrows', 'nursery rhymes', 'kids', 'rhymes', 'nursery rhyme', 'parents', 'kids rhymes', 'preschool', 'childrens', 'toddler', 'children songs']",146,1328917,3000,2016-07-02,"2,653",501
2010-01-04T08:26:15Z,If You're Happy - Teaching Tips,"['nursery rhymes', 'parenting', 'toddlers', 'Preschool Education', 'kindergarten song', 'tips', 'preschool', 'nursery rhyme', 'educational', 'ESL song', 'Happy', 'preschool song', 'School', 'nursery', 'Nursery Rhyme', 'kindergarten', 'rhymes']",111,1320894,479,2010-01-04,"5,024",263
2017-11-09T16:30:00Z,Open Shut Them #2 | Opposites Song For Kids | Sing Along With Tobee,"['kids songs', 'open and shut them', 'open shut them song', 'opposites song', 'opposites', 'songs for kids', 'nursery rhymes', 'super simple songs', 'sing along with tobee', 'tobee', 'puppet songs', 'puppet', 'kids videos', 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'rhyme', 'nursery', 'baby nursery rhymes', 'songs for babies', 'classic nursery rhymes', 'sing along songs']",286,1319373,1669,2017-11-09,"2,158",611
2016-11-28T16:30:16Z,Each Snowflake Is Special | Original Kids Song from Treetop Family,"['Kids song', 'Kids songs', 'winter song', 'snowflake song', 'Winter song for kids', 'kids', 'family', 'Treetop Family', 'Super Simple Songs']",153,1310291,853,2016-11-28,"2,504",523
2023-03-23T14:00:29Z,Days Of The Week featuring The Super Simple Puppets | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'classroom songs for kids', 'days of the week', 'ESL', 'English', 'learning english', 'super simple', 'seven days', 'days of the week song', 'songs for children', 'childrens songs', 'sunday', 'monday', 'tuesday', 'wednesday', 'thursday', 'friday', 'saturday']",62,1297172,1201,2023-03-23,198,6551
2017-12-01T20:52:56Z,Celebrate Christmas With Super Simple! | Christmas Videos for Children,"['christmas', 'christmas videos', 'for kids', 'for children', 'christmas songs', 'christmas videos for children', 'santa', 'santa claus', 'kids christmas videos', 'christmas cartoons', 'super simple songs', 'toddler christmas videos', 'super simple christmas', 'christmas song videos', 'kids christmas songs', 'nursery rhymes', 'kids songs', 'songs for kids', 'super simple tv', 'super simple draw', 'celebrate christmas']",40,1277520,2952,2017-12-01,"2,136",598
2023-06-05T14:00:35Z,When I Grow Up! #supersimplesongs #shorts #kidssongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'when i grow up', 'what do you want to be', 'careers', 'career day', 'kids activity', 'animation', 'kids cartoon', 'kids song', ""children's music"", 'music for kids']",48,1268576,23421,2023-06-05,124,10230
2023-04-01T14:00:24Z,Take Me Out To The Ball Game ⚾️ #takemeouttotheballgame #shorts #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs']",41,1258975,16086,2023-04-01,189,6661
2016-02-13T16:30:00Z,Brahms' Lullaby | Bedtime Music | Super Simple Songs,"['brahms lullaby', 'toddler', 'lullabies', 'child', 'music for babies', 'Super Simple Songs', 'rhymes', 'lullaby', 'brahms', 'sleep', 'music for toddlers', 'bedtime', 'baby', 'nursery', 'classical music']",623,1258253,1367,2016-02-13,"2,793",451
2006-11-10T08:34:24Z,Knock Knock Hello - Teaching Tips,"['supersimplesongs', 'music', 'rhymes', 'halloween', 'nursery', ""children's"", 'kindergarten', 'English', '英語', 'EFL', 'ESL', 'こども英会話', 'preschool']",52,1245429,554,2006-11-10,"6,175",202
2022-12-17T15:00:07Z,Five Little Elves #shorts #christmassongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'christmas song', 'five little elves', 'santa', 'five little ducks', '5 little elves', 'santa claus', 'xmas', 'Christmas']",54,1244885,9748,2022-12-17,294,4234
2022-12-31T15:00:47Z,The More We Get Together #shorts #friendship #kidssong,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'friendship', 'friendship song', 'super simple', 'kids song', 'childrens music', 'preschool']",52,1240757,9900,2022-12-31,280,4431
2023-05-25T14:00:15Z,Super Simple Disco + More | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'disco', 'disco song', 'disco dance', 'roundabouts', 'The Roundabouts', 'kids show', 'kids cartoon', 'nursery rhyme', 'kids song', '1 hour kids cartoon', '1 hour compilation for kids', 'for kids', 'YouTube Kids', 'super simple', 'fun for kids', 'baby song', 'baby songs', 'prek', 'kindergarten', 'kindergarten songs']",3708,1239538,2448,2023-05-25,135,9182
2016-05-14T14:30:01Z,Squirrel's Buried Treasure | Treetop Family Ep.3 | Cartoon for kids,"['Animated Series', 'Super Simple Songs', 'Mice', 'collecting acorns', 'We Love Acorns', 'Cartoon', 'TV show', 'Squirrels', 'Rhyme', 'Acorns', 'Squirrels Buried Treasure', 'Nursery Rhyme Song', 'kids songs', 'nursery', 'kids TV show', 'Possums', 'songs for children', 'nursery rhymes for babies', 'Nursery Rhymes', 'baby songs', 'Animation', 'rhymes', 'Sparrows', 'Childrens TV Show', 'Kids Songs', 'www.supersimplelearning.com', 'Treetop Family', 'Nursery Rhyme', 'cartoon for kids', ""children's cartoon"", ""kid's cartoon"", 'Super Simple TV', 'kids']",358,1223338,1117,2016-05-14,"2,702",453
2023-01-28T15:00:34Z,10 Apples On My Head #shorts #kidssongs #childrensmusic,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'counting song', 'silly song', 'kids music']",47,1222319,9903,2023-01-28,252,4850
2023-01-18T15:00:30Z,Chinese Dragon Craft 🐉 #shorts #kidscrafts #lunarnewyear,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'lunar new year activity', 'chinese new year', 'dragon craft', 'dragon', 'year of the rabbit']",60,1201492,12145,2023-01-18,262,4586
2023-01-14T15:00:29Z,Clean Up! #shorts #supersimplesongs #cleanup,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'clean up', ""children's music"", 'preschool']",24,1189881,9580,2023-01-14,266,4473
2023-03-20T14:00:05Z,The Itsy Bitsy Spider | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'itsy bitsy spider', 'eensy weensy spider', 'preschool activities', 'preschool song']",35,1184512,17743,2023-03-20,201,5893
2023-06-17T14:00:12Z,Finger Paint Father's Day Tie Card #artsandcrafts #shorts #fingerprintcrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', ""father's day activity"", ""father's day crafts"", ""father's day"", 'finger print art', 'finger print craft', 'kids art', 'creative kids', 'super simple']",60,1173834,32588,2023-06-17,112,10481
2023-02-01T15:00:41Z,Valentine's Day Pop Up Card 💕 #shorts #kidscrafts #valentinesdaycraft  #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'valentine', ""valentine's day"", ""valentine's day card"", 'valentines day', 'happy valentines day', 'kids crafts', 'preschool crafts', 'preschool valentines crafts', 'preschool ideas', 'prek activities', 'preschool activities', 'family crafts', 'arts and crafts', 'fun for kids']",60,1160959,17559,2023-02-01,248,4681
2023-02-20T15:00:44Z,"Are You Sleeping, Baby Bear? #shorts #kidssongs #supersimplesongs","['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'preschool', 'baby bear', 'youtube kids', 'friendship', 'friendship song', 'playtime']",50,1156959,15933,2023-02-20,229,5052
2023-01-11T15:00:29Z,Sun And Moon Craft  #shorts #kidscrafts #sunandmoon #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'sun and moon', 'sun', 'moon', 'kids crafts', 'fun crafts', 'paper plate craft', 'diy', 'good morning', 'goodnight']",60,1153422,8627,2023-01-11,269,4288
2023-06-12T14:00:22Z,Zoom! We're Going On A Rocket Ship #supersimplesongs #rocketshipsong #shorts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', ""we're going on a rocket ship"", 'rocket ship', 'rocket ship song', 'kids song', ""children's music"", 'zoom zoom zoom', 'zoom', 'outer space', 'outerspace', 'animation', 'space', 'planets', 'moon', 'astronaut']",51,1150896,19929,2023-06-12,117,9837
2022-12-28T15:00:35Z,Snowman Craft #shorts #kidscrafts #snowman #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'arts and crafts', 'crafts', 'winter crafts for kids', 'kids crafts']",60,1144628,16289,2022-12-28,283,4045
2016-10-01T17:30:00Z,Why Do Leaves Change Color? | Original Kids Song from Treetop Family,"['Songs for kids', 'Kids Song', 'Autumn Song', 'Seasons Song', '#childrensmusic', '#nurseryrhymes', 'Song about Fall', 'Song about autumn', 'preschool song', 'preschool', 'kindergarten song', 'kindergarten', 'Super Simple Songs', 'Treetop Family', 'Cartoon', 'Animation', 'Kids Songs', 'Fall Song for kids', 'nursery rhymes', 'songs for children']",171,1135849,2081,2016-10-01,"2,562",443
2023-04-17T14:00:19Z,10 Little Dinosaurs #shorts #kidssongs #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', '10 little dinosaurs', 'dinosaurs', 'dino', 'counting song', 'preschool songs', 'preschool', 'preschool ideas', 'dinosaur', 'dinosaur song', 'prek']",48,1133117,15287,2023-04-17,173,6550
2017-01-19T16:30:00Z,Join Us For Dinosaur Week!,"['dinosaurs', 'learn about dinosaurs', 'how to draw a dinosaur', 'kids songs', 'kids dinosaur songs', 'dinosaur songs', 'dinosaur facts', '10 little dinosaurs', 'all about dinoaurs', 'dinosaur shows']",31,1128393,867,2017-01-19,"2,452",460
2006-10-18T09:10:26Z,"Rock, Scissors, Paper - Teaching Tips","['paper', 'learning', ""children's"", 'EFL', 'nursery', 'preschool', 'rhymes', 'supersimplesongs', '英語', 'こども英会話', 'ESL', 'こども', 'rock', 'kindergarten', 'music', 'English', 'scissors']",218,1127263,805,2006-10-18,"6,198",182
2023-01-07T15:00:00Z,Teddy Bear Teddy Bear Turn Around #shorts #kidssong #teddybear,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'teddybear', 'movement song', 'preschool', 'baby song', 'toddler song', 'parents']",42,1121088,8561,2023-01-07,273,4107
2023-05-15T14:00:20Z,The Bees Go Buzzing 🐝 #shorts #supersimplesongs #kidssong,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'bees', 'the bees go buzzing', 'kids song', 'silly song', 'counting song', 'the ants go marching', 'youtube kids', 'kids video']",52,1115723,20144,2023-05-15,145,7695
2022-12-21T15:00:08Z,Elf Paper Plate Craft #shorts #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'crafts', 'arts and crafts', 'paper plate craft', 'christmas elf']",59,1114224,10393,2022-12-21,290,3842
2023-02-27T15:00:19Z,Alice The Camel #kidssongs #shorts #preschoollearning,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'preschool', 'preschool abcs', 'animals song', 'alice the camel', 'preschool activities', 'sing along', 'kids music', 'youtube kids', 'shorts for kids']",46,1113848,15221,2023-02-27,222,5017
2007-02-06T10:02:13Z,Days of the Week - Read It!,"['education', 'tutorial', 'Language', 'plans', 'Tutorials', 'nursery', 'teachers', 'kindergarten', '英語', 'the', 'of', 'week', 'EFL', 'teacher', 'Homeschool', 'days', 'rhymes', 'ESL', 'Resources', 'こども英会話', 'learn', 'student', 'lessons', 'music', 'students', 'Free', 'preschool', 'supersimplesongs', ""children's"", 'seven', 'lesson', 'School']",62,1106326,316,2007-02-06,"6,087",182
2016-12-08T16:30:01Z,Super Simple TV | Original Kids Shows & Cartoons,"['Kids shows', 'cartoons', 'cartoons for kids', 'Super Simple TV', 'cartoon (tv genre)', 'cartoon for kids', 'cartoon for children', 'animation', ""Carl's Car Wash"", 'Super Simple Draw', ""Finley's Factory"", 'Pit Stop', 'Paper Puppet Playhouse', 'full episodes', 'kids', ""children's television series (tv genre)"", 'shows for kids', 'animated cartoon (tv genre)', 'funny cartoons for children', 'children cartoons']",1337,1099205,993,2016-12-08,"2,494",441
2023-05-03T14:00:39Z,Mother's Day Pop Up Card #supersimplecrafts #kidscrafts #preschoolactivities,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'super simple', 'kids crafts', 'preschool crafts', 'kids activities', ""mother's day"", ""mother's day crafts"", 'fun activity', 'paper crafts']",55,1064364,17802,2023-05-03,157,6779
2023-05-31T14:00:31Z,Handprint Cow #shorts #supersimplecrafts #handprintart,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'moo', 'cows', 'arts and crafts', 'preschool activity', 'animal crafts', 'crafts', 'diy art', 'DIY crafts', 'super simple', 'old macdonald had a farm', 'farm theme', 'farm activities', 'classroom activities', 'preschool']",59,1059844,23033,2023-05-31,129,8216
2022-12-19T15:00:18Z,Jingle Bells #christmassongs #shorts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'jingle bells', 'abc pirates', 'christmas songs', 'christmas carol', 'jingle all the way']",39,1049729,9077,2022-12-19,292,3595
2023-05-24T14:00:03Z,500 Ducks Craft #kidscraft #supersimplecrafts #supersimplesongs #ducks,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'duck craft', 'kids activity', 'youtube kids', 'arts and crafts']",60,1049388,28086,2023-05-24,136,7716
2023-03-22T14:00:30Z,Bubble Wrap Rain Craft ☔️ #shorts #kidscrafts #supersimplecrafts,"['kids songs', 'nursery rhymes', 'super simple songs', 'kids crafts', 'preschool crafts', 'spring craft', 'craft ideas for spring']",56,1048715,12641,2023-03-22,199,5270
2023-05-29T14:00:09Z,ABC Quack! 🐥 #shorts #kidssongs #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'ABC Quack', 'kids song', 'childrens music', 'YouTube Kids', 'funny song for kids', 'funny song', 'alphabet', 'preschool activities', 'prek', 'kindergarten']",47,1040484,20864,2023-05-29,131,7943
2023-04-05T14:00:31Z,Fork Flowers For Spring! #kidscrafts #supersimplecrafts #shorts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'crafts for kids', 'preschool crafts', 'spring craft']",59,1040238,16823,2023-04-05,185,5623
2023-03-13T14:00:21Z,Over The Deep Blue Sea #shorts #kidssongs #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'pirate song', 'international talk like a pirate day', 'pirate', 'preschool songs', 'parents']",45,1033717,13287,2023-03-13,208,4970
2023-05-06T14:00:28Z,Little Robin Redbreast #kidssongs #preschool #shorts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'little robin redbreast', 'spring song for kids', 'kids song']",45,1032155,21429,2023-05-06,154,6702
2009-12-11T08:48:50Z,"Goodbye, Snowman - Teaching Tips","['nursery rhymes', 'rhymes', 'parenting', 'preschool song', 'nursery', 'homeschool', 'nursery rhyme', 'ESL song', 'Nursery Rhyme', 'Preschool Education', 'toddlers', 'sesame street', 'Show', 'kindergarten song', 'School', 'wiggles', 'kindergarten']",66,1024403,285,2009-12-11,"5,048",203
2023-02-08T15:00:01Z,Super Simple Valentine's Day Cards ❤️ #shorts #kidscrafts #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', ""valentine's day"", ""valentine's day crafts"", 'free printable crafts', 'free printable', ""happy valentine's day"", 'i love you', 'baby songs', 'youtube kids', 'finny the shark']",59,1024229,8912,2023-02-08,241,4250
2023-04-22T14:00:04Z,Peanut Butter & Jelly #shorts #supersimplesongs #kidssongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'peanut butter', 'peanut butter and jelly', 'kids food song', 'lunchtime', 'lunch song', 'are you hungry', 'preschool', 'preschool song']",50,1014904,13215,2023-04-22,168,6041
2023-03-11T15:00:18Z,The Rainbow Song 🌈 #shorts #kidssongs #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'rainbow song', 'the rainbow', 'colors of the rainbow', 'rainbow']",57,1010676,15941,2023-03-11,210,4813
2023-01-16T15:00:38Z,Beddy-Bye Butterfly #shorts #lullaby #kidssong,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'beddy bye', 'lullaby', 'lullabies', 'nap time', 'sleep time', 'baby sleep', 'star and owl', 'super simple', 'naptime', 'bedtime', ""children's music""]",57,1008139,7105,2023-01-16,264,3819
2016-07-16T15:00:02Z,After The Rain | Treetop Family Ep. 6 | Cartoon for kids,"['kids shows', 'full episodes', 'free full episodes', 'Treetop Family', 'shows for kids', 'kids songs', 'original kids songs', 'super simple songs', 'super simple learning', 'original nursery rhymes', 'rainbow song', 'color song', 'soothing kids song', 'lullaby', 'make a rainbow', 'colors of the rainbow', 'cartoons for kids', 'cartoons', 'cartoon', 'cartoon for kids', 'kids show', 'Super Simple TV', 'ca', ""children's television series (tv genre)"", 'cartoon (TV Genre)', 'toddlers', 'kids', 'family entertainment']",286,989836,1098,2016-07-16,"2,639",375
2023-03-01T15:00:33Z,Rain Cloud Craft #kidscrafts #shorts #supersimplecrafts,"['nursery rhymes', 'super simple songs', 'super simple crafts', 'kids craft ideas', 'rain cloud craft', 'crafty', 'youtube kids', 'rain rain go away', 'kids activity', 'classroom activities', 'classroom crafts', 'spring crafts', 'spring', 'april showers']",60,985441,22914,2023-03-01,220,4479
2016-09-03T15:00:01Z,A Surprise For You | Thank You Song | Kids Song from Super Simple Songs,"['Thank you song', 'Kids Song', 'Kids Songs', 'Song for kids', 'Treetop Family (TV Program)', 'Cartoon (TV Genre)', 'Animation', 'Super Simple Songs', 'Surprise', 'A Surprise for you', 'Thank you']",135,972722,1230,2016-09-03,"2,590",376
2015-08-28T13:00:00Z,"The Making Of ""Say Cheese"" | Behind-The-Scenes | Super Simple Songs","['Stop Motion (TV Genre)', 'www.supersimplelearing.com', 'rhymes', 'say cheese', 'Super Simple Songs', 'Animation', 'Animation (TV Genre)', 'nursery', ""let's take a picture song"", 'Making-of', 'stop motion']",83,958723,673,2015-08-28,"2,962",324
2022-12-10T15:00:26Z,Decorate The Christmas Tree #shorts #kidssongs #childrensmusic #christmassongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'christmas songs']",43,954611,7194,2022-12-10,301,3171
2023-03-15T14:00:00Z,Sock Puppets #shorts #kidscrafts #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'sock puppets', 'arts and crafts', 'sock puppet activity']",57,949025,11846,2023-03-15,206,4607
2016-07-01T14:30:01Z,We Love Acorns | Kids Song from Super Simple Songs,"['Kids Songs', 'Super Simple Songs', 'www.supersimplelearning.com', 'Treetop Family', 'Animation', 'Songs for kids']",169,947263,1098,2016-07-01,"2,654",357
2023-01-04T15:00:08Z,DIY Fairy House Night Light #shorts #fairy #diycrafts #supersimplecrafts,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'fairy', 'nightlight', 'arts and crafts', 'crafty', 'diy crafts', 'super simple']",60,932479,17937,2023-01-04,276,3379
2023-05-22T14:00:25Z,And The Green Grass Grew 🌱 #shorts #kidssongs #supersimplesongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'and the green grass grew', 'kids song', 'teddy bears', 'youtube kids', 'cumulative songs']",56,927127,22217,2023-05-22,138,6718
2017-02-11T16:30:01Z,"Star Light, Star Bright | Shapes Song for Kids","['star light star bright', 'shapes song', 'shapes', 'learn shapes', 'star light', 'the shapes song', 'song for kids', 'lullaby', 'kids song', 'star bright', 'shapes song for children', 'shapes song for kids', 'good night song', 'bed time song', 'shapes rhyme', 'education', 'preschool', 'kindergarten', 'shape song', 'learning shapes', 'toddler', 'kids', 'baby', 'kid', 'shapes rhymes']",169,925374,1365,2017-02-11,"2,429",381
2022-12-26T15:00:14Z,We Wish You A Merry Christmas #shorts #christmassongs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'we wish you a merry christmas', 'merry christmas', 'christmas', 'kids song']",30,918825,7488,2022-12-26,285,3224
2016-04-02T15:30:00Z,Brahms' Lullaby ♥ 2 HOURS ♥ Bedtime Music for Babies and Toddlers,"['rhymes', 'songs to put a baby to sleep', 'baby lullaby', ""Brahms' Lullaby"", 'Lullaby', 'Baby Sleep Music', ""Brahm's"", 'naptime', 'piano lullaby', 'nap', 'bedtime', 'Bed Time', 'nursery', 'Brahms', 'bedtime music', 'Good night']",7207,915210,1478,2016-04-02,"2,744",334
2023-01-21T15:00:15Z,Hush Little Baby 😴 #shorts #supersimplesongs #lullaby,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'hush little baby', 'lullabies', 'lullaby', 'kids song', 'bedtime', 'sleepytime', 'baby songs']",49,912874,7492,2023-01-21,259,3525
2008-10-24T06:44:30Z,"Super Simple ABCs - ""A"" song","['Phonics', 'efl', 'kindergarten', 'supersimplesongs', 'esl', ""children's"", 'nursery', 'rhymes', 'Super Simple Phonics', 'songs', 'preschool']",113,902328,264,2008-10-24,"5,461",165
